review_id,product_name,review_title,review_text,text,rating,sentiment,label,source_url
5314,Smart Watch,Frustrating experience,The setup was confusing and the product did not work consistently. Shipping was also reasonable.,Frustrating experience The setup was confusing and the product did not work consistently. Shipping was also reasonable.,2,Negative,0,compiled_dataset_placeholder
5524,Bluetooth Speaker,Stopped working,It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,Stopped working It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
3957,Water Bottle,Poor quality,The item feels cheaply made and does not perform as described. Customer service was not needed.,Poor quality The item feels cheaply made and does not perform as described. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
2403,Coffee Maker,Solid quality,It feels well made and has held up well after repeated use. Customer service was not needed.,Solid quality It feels well made and has held up well after repeated use. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
4560,Phone Charger,Would not buy again,The quality was lower than expected and the performance was disappointing. Customer service was not needed.,Would not buy again The quality was lower than expected and the performance was disappointing. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
1612,Smart Watch,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it.,4,Positive,1,compiled_dataset_placeholder
6172,Laptop Stand,Would not buy again,The quality was lower than expected and the performance was disappointing. I used it for a few weeks before writing this review.,Would not buy again The quality was lower than expected and the performance was disappointing. I used it for a few weeks before writing this review.,1,Negative,0,compiled_dataset_placeholder
2997,External Hard Drive,Happy with it,The product arrived on time and matched the description. I would buy it again.,Happy with it The product arrived on time and matched the description. I would buy it again.,4,Positive,1,compiled_dataset_placeholder
2841,Keyboard,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.",4,Positive,1,compiled_dataset_placeholder
3149,Gaming Mouse,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
2318,Tablet Case,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. The packaging was simple.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. The packaging was simple.,5,Positive,1,compiled_dataset_placeholder
5167,Laptop Stand,Does not last,"After a few days of use, the product started showing problems and became unreliable. The packaging was simple.","Does not last After a few days of use, the product started showing problems and became unreliable. The packaging was simple.",1,Negative,0,compiled_dataset_placeholder
606,Bluetooth Speaker,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.",4,Positive,1,compiled_dataset_placeholder
3304,Water Bottle,Very disappointed,The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,Very disappointed The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
7073,Water Bottle,It is okay,"The product works, but there are some things that could be improved. I used it for a few weeks before writing this review.","It is okay The product works, but there are some things that could be improved. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
1469,Smart Watch,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. I used it for a few weeks before writing this review.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
5518,Phone Charger,Very disappointed,The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,Very disappointed The product stopped working after a short time and did not meet my expectations. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
3354,Smart Watch,Frustrating experience,The setup was confusing and the product did not work consistently. The packaging was simple.,Frustrating experience The setup was confusing and the product did not work consistently. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
3289,Backpack,Not worth the money,I had several issues with this product and would not recommend buying it.,Not worth the money I had several issues with this product and would not recommend buying it.,1,Negative,0,compiled_dataset_placeholder
3188,Electric Toothbrush,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. I used it for a few weeks before writing this review.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. I used it for a few weeks before writing this review.,5,Positive,1,compiled_dataset_placeholder
3618,Gaming Mouse,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,1,Negative,0,compiled_dataset_placeholder
3571,Backpack,Not worth the money,I had several issues with this product and would not recommend buying it. I used it for a few weeks before writing this review.,Not worth the money I had several issues with this product and would not recommend buying it. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
2156,Fitness Tracker,Happy with it,The product arrived on time and matched the description. I would buy it again. I used it for a few weeks before writing this review.,Happy with it The product arrived on time and matched the description. I would buy it again. I used it for a few weeks before writing this review.,5,Positive,1,compiled_dataset_placeholder
6203,Backpack,Below expectations,The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,Below expectations The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
7185,Portable Monitor,Mixed experience,"Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.","Mixed experience Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
2078,Keyboard,Happy with it,The product arrived on time and matched the description. I would buy it again. Shipping was also reasonable.,Happy with it The product arrived on time and matched the description. I would buy it again. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
4828,Gaming Mouse,Very disappointed,The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,Very disappointed The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
2465,External Hard Drive,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. I used it for a few weeks before writing this review.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. I used it for a few weeks before writing this review.,5,Positive,1,compiled_dataset_placeholder
3104,Blender,Good everyday product,"This product is convenient, useful, and dependable for daily use. Customer service was not needed.","Good everyday product This product is convenient, useful, and dependable for daily use. Customer service was not needed.",5,Positive,1,compiled_dataset_placeholder
6785,Smart Watch,Mixed experience,"Some features are useful, but other parts of the product are frustrating. Customer service was not needed.","Mixed experience Some features are useful, but other parts of the product are frustrating. Customer service was not needed.",3,Neutral,2,compiled_dataset_placeholder
585,Blender,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. Customer service was not needed.",4,Positive,1,compiled_dataset_placeholder
4650,Blender,Not worth the money,I had several issues with this product and would not recommend buying it. The packaging was simple.,Not worth the money I had several issues with this product and would not recommend buying it. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
7165,Bluetooth Speaker,Mixed experience,"Some features are useful, but other parts of the product are frustrating. Shipping was also reasonable.","Mixed experience Some features are useful, but other parts of the product are frustrating. Shipping was also reasonable.",3,Neutral,2,compiled_dataset_placeholder
6130,Desk Lamp,Poor quality,The item feels cheaply made and does not perform as described. The packaging was simple.,Poor quality The item feels cheaply made and does not perform as described. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
7225,Gaming Mouse,Mixed experience,"Some features are useful, but other parts of the product are frustrating.","Mixed experience Some features are useful, but other parts of the product are frustrating.",3,Neutral,2,compiled_dataset_placeholder
5805,Phone Charger,Does not last,"After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.","Does not last After a few days of use, the product started showing problems and became unreliable. Shipping was also reasonable.",2,Negative,0,compiled_dataset_placeholder
4777,Smart Watch,Does not last,"After a few days of use, the product started showing problems and became unreliable. Customer service was not needed.","Does not last After a few days of use, the product started showing problems and became unreliable. Customer service was not needed.",2,Negative,0,compiled_dataset_placeholder
2900,Robot Vacuum,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed.,5,Positive,1,compiled_dataset_placeholder
3568,Portable Monitor,Very disappointed,The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,Very disappointed The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
6530,Fitness Tracker,Average product,"It does the basic job, but it is not especially impressive. The packaging was simple.","Average product It does the basic job, but it is not especially impressive. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
2645,Fitness Tracker,Solid quality,It feels well made and has held up well after repeated use. This review is based on regular home use.,Solid quality It feels well made and has held up well after repeated use. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
7227,External Hard Drive,It is okay,"The product works, but there are some things that could be improved. Customer service was not needed.","It is okay The product works, but there are some things that could be improved. Customer service was not needed.",3,Neutral,2,compiled_dataset_placeholder
5272,Desk Lamp,Returned it,I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,Returned it I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
345,Desk Lamp,Good everyday product,"This product is convenient, useful, and dependable for daily use.","Good everyday product This product is convenient, useful, and dependable for daily use.",4,Positive,1,compiled_dataset_placeholder
4336,Tablet Case,Below expectations,The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,Below expectations The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,1,Negative,0,compiled_dataset_placeholder
4841,Smart Watch,Below expectations,The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,Below expectations The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
7037,Air Fryer,Mixed experience,"Some features are useful, but other parts of the product are frustrating. This review is based on regular home use.","Mixed experience Some features are useful, but other parts of the product are frustrating. This review is based on regular home use.",3,Neutral,2,compiled_dataset_placeholder
3460,Noise Cancelling Earbuds,Bad purchase,The product arrived with problems and did not function properly. Customer service was not needed.,Bad purchase The product arrived with problems and did not function properly. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
5804,Coffee Maker,Bad purchase,The product arrived with problems and did not function properly. The packaging was simple.,Bad purchase The product arrived with problems and did not function properly. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
3393,Tablet Case,Very disappointed,The product stopped working after a short time and did not meet my expectations. The packaging was simple.,Very disappointed The product stopped working after a short time and did not meet my expectations. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
4779,Coffee Maker,Returned it,I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,Returned it I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
91,Bluetooth Speaker,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. Shipping was also reasonable.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
7307,Gaming Mouse,Average product,"It does the basic job, but it is not especially impressive. The packaging was simple.","Average product It does the basic job, but it is not especially impressive. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
3837,Laptop Stand,Stopped working,It worked at first but then failed after only a few uses. The packaging was simple.,Stopped working It worked at first but then failed after only a few uses. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
4636,Portable Monitor,Very disappointed,The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,Very disappointed The product stopped working after a short time and did not meet my expectations. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
2933,Air Fryer,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. This review is based on regular home use.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. This review is based on regular home use.,4,Positive,1,compiled_dataset_placeholder
2118,Portable Monitor,Good everyday product,"This product is convenient, useful, and dependable for daily use. I used it for a few weeks before writing this review.","Good everyday product This product is convenient, useful, and dependable for daily use. I used it for a few weeks before writing this review.",5,Positive,1,compiled_dataset_placeholder
4052,Coffee Maker,Poor quality,The item feels cheaply made and does not perform as described. The packaging was simple.,Poor quality The item feels cheaply made and does not perform as described. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5690,Electric Toothbrush,Below expectations,The description made it sound better than it actually is. I was not satisfied.,Below expectations The description made it sound better than it actually is. I was not satisfied.,1,Negative,0,compiled_dataset_placeholder
6956,Backpack,Mixed experience,"Some features are useful, but other parts of the product are frustrating. This review is based on regular home use.","Mixed experience Some features are useful, but other parts of the product are frustrating. This review is based on regular home use.",3,Neutral,2,compiled_dataset_placeholder
3627,Blender,Very disappointed,The product stopped working after a short time and did not meet my expectations. Customer service was not needed.,Very disappointed The product stopped working after a short time and did not meet my expectations. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
948,Coffee Maker,Good everyday product,"This product is convenient, useful, and dependable for daily use. Shipping was also reasonable.","Good everyday product This product is convenient, useful, and dependable for daily use. Shipping was also reasonable.",5,Positive,1,compiled_dataset_placeholder
5837,Backpack,Bad purchase,The product arrived with problems and did not function properly.,Bad purchase The product arrived with problems and did not function properly.,1,Negative,0,compiled_dataset_placeholder
3750,Air Fryer,Returned it,I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,Returned it I ended up returning this because it did not work the way I needed it to. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
3687,Water Bottle,Bad purchase,The product arrived with problems and did not function properly. I used it for a few weeks before writing this review.,Bad purchase The product arrived with problems and did not function properly. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
4335,Smart Watch,Not worth the money,I had several issues with this product and would not recommend buying it. The packaging was simple.,Not worth the money I had several issues with this product and would not recommend buying it. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
4341,Tablet Case,Does not last,"After a few days of use, the product started showing problems and became unreliable. Customer service was not needed.","Does not last After a few days of use, the product started showing problems and became unreliable. Customer service was not needed.",1,Negative,0,compiled_dataset_placeholder
2516,Electric Toothbrush,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow.,4,Positive,1,compiled_dataset_placeholder
2810,Blender,Solid quality,It feels well made and has held up well after repeated use. Shipping was also reasonable.,Solid quality It feels well made and has held up well after repeated use. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
6879,Fitness Tracker,Mixed experience,"Some features are useful, but other parts of the product are frustrating.","Mixed experience Some features are useful, but other parts of the product are frustrating.",3,Neutral,2,compiled_dataset_placeholder
5526,Phone Charger,Not worth the money,I had several issues with this product and would not recommend buying it.,Not worth the money I had several issues with this product and would not recommend buying it.,1,Negative,0,compiled_dataset_placeholder
4999,Water Bottle,Would not buy again,The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,Would not buy again The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
4468,Noise Cancelling Earbuds,Would not buy again,The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,Would not buy again The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
4986,Portable Monitor,Bad purchase,The product arrived with problems and did not function properly. The packaging was simple.,Bad purchase The product arrived with problems and did not function properly. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5358,Smart Watch,Would not buy again,The quality was lower than expected and the performance was disappointing. I used it for a few weeks before writing this review.,Would not buy again The quality was lower than expected and the performance was disappointing. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
7377,Laptop Stand,Fine for basic use,"It is acceptable for simple tasks, but I expected a little more for the price.","Fine for basic use It is acceptable for simple tasks, but I expected a little more for the price.",3,Neutral,2,compiled_dataset_placeholder
5680,Tablet Case,Below expectations,The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,Below expectations The description made it sound better than it actually is. I was not satisfied. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
2875,Electric Toothbrush,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it. Customer service was not needed.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
5493,Backpack,Poor quality,The item feels cheaply made and does not perform as described.,Poor quality The item feels cheaply made and does not perform as described.,1,Negative,0,compiled_dataset_placeholder
3165,Robot Vacuum,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
4561,Keyboard,Bad purchase,The product arrived with problems and did not function properly.,Bad purchase The product arrived with problems and did not function properly.,2,Negative,0,compiled_dataset_placeholder
5982,Phone Charger,Bad purchase,The product arrived with problems and did not function properly.,Bad purchase The product arrived with problems and did not function properly.,2,Negative,0,compiled_dataset_placeholder
6511,Portable Monitor,It is okay,"The product works, but there are some things that could be improved. Customer service was not needed.","It is okay The product works, but there are some things that could be improved. Customer service was not needed.",3,Neutral,2,compiled_dataset_placeholder
3410,Keyboard,Stopped working,It worked at first but then failed after only a few uses. The packaging was simple.,Stopped working It worked at first but then failed after only a few uses. The packaging was simple.,2,Negative,0,compiled_dataset_placeholder
5185,Laptop Stand,Not worth the money,I had several issues with this product and would not recommend buying it. This review is based on regular home use.,Not worth the money I had several issues with this product and would not recommend buying it. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
1187,Bluetooth Speaker,Happy with it,The product arrived on time and matched the description. I would buy it again. Shipping was also reasonable.,Happy with it The product arrived on time and matched the description. I would buy it again. Shipping was also reasonable.,5,Positive,1,compiled_dataset_placeholder
3359,Tablet Case,Not worth the money,I had several issues with this product and would not recommend buying it. The packaging was simple.,Not worth the money I had several issues with this product and would not recommend buying it. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
5381,Water Bottle,Stopped working,It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,Stopped working It worked at first but then failed after only a few uses. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
7121,External Hard Drive,Decent but not perfect,"The product is usable, but the quality and performance could be better. I used it for a few weeks before writing this review.","Decent but not perfect The product is usable, but the quality and performance could be better. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
7336,Fitness Tracker,Decent but not perfect,"The product is usable, but the quality and performance could be better. This review is based on regular home use.","Decent but not perfect The product is usable, but the quality and performance could be better. This review is based on regular home use.",3,Neutral,2,compiled_dataset_placeholder
152,Blender,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use.,5,Positive,1,compiled_dataset_placeholder
916,Blender,Happy with it,The product arrived on time and matched the description. I would buy it again.,Happy with it The product arrived on time and matched the description. I would buy it again.,4,Positive,1,compiled_dataset_placeholder
1306,Air Fryer,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow. I used it for a few weeks before writing this review.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow. I used it for a few weeks before writing this review.,5,Positive,1,compiled_dataset_placeholder
3553,Water Bottle,Does not last,"After a few days of use, the product started showing problems and became unreliable. The packaging was simple.","Does not last After a few days of use, the product started showing problems and became unreliable. The packaging was simple.",1,Negative,0,compiled_dataset_placeholder
5370,Portable Monitor,Stopped working,It worked at first but then failed after only a few uses. This review is based on regular home use.,Stopped working It worked at first but then failed after only a few uses. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
6579,Tablet Case,It is okay,"The product works, but there are some things that could be improved. I used it for a few weeks before writing this review.","It is okay The product works, but there are some things that could be improved. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
4938,Coffee Maker,Poor quality,The item feels cheaply made and does not perform as described. I used it for a few weeks before writing this review.,Poor quality The item feels cheaply made and does not perform as described. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
1399,Tablet Case,Reliable and easy to use,Everything worked right out of the box and the instructions were easy to follow.,Reliable and easy to use Everything worked right out of the box and the instructions were easy to follow.,4,Positive,1,compiled_dataset_placeholder
184,Phone Charger,Better than expected,The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,Better than expected The quality surprised me in a good way. It feels durable and does exactly what I needed. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
3028,Electric Toothbrush,Happy with it,The product arrived on time and matched the description. I would buy it again. The packaging was simple.,Happy with it The product arrived on time and matched the description. I would buy it again. The packaging was simple.,4,Positive,1,compiled_dataset_placeholder
4688,Coffee Maker,Does not last,"After a few days of use, the product started showing problems and became unreliable. The packaging was simple.","Does not last After a few days of use, the product started showing problems and became unreliable. The packaging was simple.",1,Negative,0,compiled_dataset_placeholder
5369,Blender,Stopped working,It worked at first but then failed after only a few uses.,Stopped working It worked at first but then failed after only a few uses.,2,Negative,0,compiled_dataset_placeholder
472,Tablet Case,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. This review is based on regular home use.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
968,Desk Lamp,Great value,This was a great purchase for the price. It performs better than expected and was easy to use.,Great value This was a great purchase for the price. It performs better than expected and was easy to use.,4,Positive,1,compiled_dataset_placeholder
210,Electric Toothbrush,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. The packaging was simple.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. The packaging was simple.,5,Positive,1,compiled_dataset_placeholder
1962,Phone Charger,Solid quality,It feels well made and has held up well after repeated use. Customer service was not needed.,Solid quality It feels well made and has held up well after repeated use. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
897,Blender,Very satisfied,I have been using this for a while and it has worked consistently without any major issues.,Very satisfied I have been using this for a while and it has worked consistently without any major issues.,4,Positive,1,compiled_dataset_placeholder
5678,Wireless Headphones,Stopped working,It worked at first but then failed after only a few uses. This review is based on regular home use.,Stopped working It worked at first but then failed after only a few uses. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
2264,Robot Vacuum,Happy with it,The product arrived on time and matched the description. I would buy it again.,Happy with it The product arrived on time and matched the description. I would buy it again.,4,Positive,1,compiled_dataset_placeholder
4575,Tablet Case,Frustrating experience,The setup was confusing and the product did not work consistently. Shipping was also reasonable.,Frustrating experience The setup was confusing and the product did not work consistently. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
1774,Air Fryer,Great value,This was a great purchase for the price. It performs better than expected and was easy to use. The packaging was simple.,Great value This was a great purchase for the price. It performs better than expected and was easy to use. The packaging was simple.,4,Positive,1,compiled_dataset_placeholder
3762,Noise Cancelling Earbuds,Would not buy again,The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,Would not buy again The quality was lower than expected and the performance was disappointing. This review is based on regular home use.,1,Negative,0,compiled_dataset_placeholder
1210,Robot Vacuum,Very satisfied,I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,Very satisfied I have been using this for a while and it has worked consistently without any major issues. Customer service was not needed.,5,Positive,1,compiled_dataset_placeholder
3937,Electric Toothbrush,Would not buy again,The quality was lower than expected and the performance was disappointing. The packaging was simple.,Would not buy again The quality was lower than expected and the performance was disappointing. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
4318,Tablet Case,Below expectations,The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,Below expectations The description made it sound better than it actually is. I was not satisfied. The packaging was simple.,1,Negative,0,compiled_dataset_placeholder
7180,External Hard Drive,Decent but not perfect,"The product is usable, but the quality and performance could be better. The packaging was simple.","Decent but not perfect The product is usable, but the quality and performance could be better. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
6055,Portable Monitor,Returned it,I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,Returned it I ended up returning this because it did not work the way I needed it to. This review is based on regular home use.,2,Negative,0,compiled_dataset_placeholder
7270,Noise Cancelling Earbuds,It is okay,"The product works, but there are some things that could be improved. The packaging was simple.","It is okay The product works, but there are some things that could be improved. The packaging was simple.",3,Neutral,2,compiled_dataset_placeholder
4867,Desk Lamp,Would not buy again,The quality was lower than expected and the performance was disappointing. Customer service was not needed.,Would not buy again The quality was lower than expected and the performance was disappointing. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
3594,Coffee Maker,Stopped working,It worked at first but then failed after only a few uses.,Stopped working It worked at first but then failed after only a few uses.,2,Negative,0,compiled_dataset_placeholder
4512,Keyboard,Stopped working,It worked at first but then failed after only a few uses.,Stopped working It worked at first but then failed after only a few uses.,1,Negative,0,compiled_dataset_placeholder
3807,Robot Vacuum,Stopped working,It worked at first but then failed after only a few uses.,Stopped working It worked at first but then failed after only a few uses.,1,Negative,0,compiled_dataset_placeholder
293,Fitness Tracker,Great value,This was a great purchase for the price. It performs better than expected and was easy to use.,Great value This was a great purchase for the price. It performs better than expected and was easy to use.,4,Positive,1,compiled_dataset_placeholder
3820,Fitness Tracker,Would not buy again,The quality was lower than expected and the performance was disappointing. Customer service was not needed.,Would not buy again The quality was lower than expected and the performance was disappointing. Customer service was not needed.,2,Negative,0,compiled_dataset_placeholder
5328,Backpack,Returned it,I ended up returning this because it did not work the way I needed it to.,Returned it I ended up returning this because it did not work the way I needed it to.,2,Negative,0,compiled_dataset_placeholder
3026,Wireless Headphones,Excellent product,The product works really well and feels reliable. I am happy with the quality and would recommend it.,Excellent product The product works really well and feels reliable. I am happy with the quality and would recommend it.,4,Positive,1,compiled_dataset_placeholder
2882,Wireless Headphones,Good everyday product,"This product is convenient, useful, and dependable for daily use. Shipping was also reasonable.","Good everyday product This product is convenient, useful, and dependable for daily use. Shipping was also reasonable.",4,Positive,1,compiled_dataset_placeholder
273,Portable Monitor,Worth buying,"The setup was simple, the design is nice, and the performance has been strong so far. This review is based on regular home use.","Worth buying The setup was simple, the design is nice, and the performance has been strong so far. This review is based on regular home use.",4,Positive,1,compiled_dataset_placeholder
2043,Desk Lamp,Happy with it,The product arrived on time and matched the description. I would buy it again. I used it for a few weeks before writing this review.,Happy with it The product arrived on time and matched the description. I would buy it again. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
4768,External Hard Drive,Frustrating experience,The setup was confusing and the product did not work consistently. Shipping was also reasonable.,Frustrating experience The setup was confusing and the product did not work consistently. Shipping was also reasonable.,1,Negative,0,compiled_dataset_placeholder
4864,Blender,Does not last,"After a few days of use, the product started showing problems and became unreliable.","Does not last After a few days of use, the product started showing problems and became unreliable.",2,Negative,0,compiled_dataset_placeholder
2550,Desk Lamp,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. This review is based on regular home use.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. This review is based on regular home use.,5,Positive,1,compiled_dataset_placeholder
5104,Wireless Headphones,Frustrating experience,The setup was confusing and the product did not work consistently. Customer service was not needed.,Frustrating experience The setup was confusing and the product did not work consistently. Customer service was not needed.,1,Negative,0,compiled_dataset_placeholder
1087,Gaming Mouse,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. Customer service was not needed.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. Customer service was not needed.,4,Positive,1,compiled_dataset_placeholder
5193,Air Fryer,Very disappointed,The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,Very disappointed The product stopped working after a short time and did not meet my expectations. I used it for a few weeks before writing this review.,2,Negative,0,compiled_dataset_placeholder
2797,Portable Monitor,Highly recommend,This is one of the better products I have purchased recently. It works well and is simple to use. I used it for a few weeks before writing this review.,Highly recommend This is one of the better products I have purchased recently. It works well and is simple to use. I used it for a few weeks before writing this review.,4,Positive,1,compiled_dataset_placeholder
7014,Portable Monitor,Mixed experience,"Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.","Mixed experience Some features are useful, but other parts of the product are frustrating. I used it for a few weeks before writing this review.",3,Neutral,2,compiled_dataset_placeholder
